asset_id,asset_type,file_name,round,question_number,question_text,answer,main_visual_clue,image_prompt,video_prompt
opening_title,title_card,opening_title_50_state_challenge.png,Opening,,"Welcome to the 50-State U.S. Trivia Challenge.","","U.S. map, route lines, colorful pins","Create an original 16:9 bright 2D quiz-show title card for a U.S. trivia YouTube video. Show a full U.S. map, road-trip route lines, colorful pins, bold clean text reading 50-STATE U.S. TRIVIA CHALLENGE, saturated colors, strong contrast, mobile-readable typography, and family-friendly educational energy. Do not copy any reference channel logo, layout, fonts, watermark, thumbnail style, or brand identity.","Animate with a locked front-facing camera, subtle route-line movement, gentle title pop-in, light map pin bounce, and clean transition into the first round. Keep text readable and avoid clutter."
round_01,title_card,round_01_warm_up.png,Warm-Up,,"ROUND 1: WARM-UP","","Bright blue map background, 10 progress dots","Create an original 16:9 bright 2D quiz-show round card reading ROUND 1: WARM-UP. Use a bright blue U.S. road-trip map background, ten progress dots, route lines, state pins, bold clean typography, and a friendly start-of-game mood. Do not copy any reference channel identity.","Animate with a quick road-sign slide-in, ten progress dots appearing one by one, and a clean pop transition into Question 1."
q01,question_scene,scene_q01_grand_canyon_arizona.png,Warm-Up,1,"Which state is home to the Grand Canyon?","Arizona","Stylized canyon, desert road, state pin","Create an original 16:9 bright 2D quiz-show graphic for Question 1. Show a stylized canyon landscape, desert road, and state pin on a U.S. road-trip map background. Include the question text: Which state is home to the Grand Canyon? Include a reveal-ready answer card for Arizona. Use bold clean typography, saturated colors, strong contrast, soft UI shadows, and mobile-readable spacing. Do not copy any reference channel logo, layout, fonts, watermark, or brand identity.","Animate the route line moving southwest, question-card pop-in, 6-7 second thinking pause, answer card pop-in reading Arizona, and a progress bar update."
q02,question_scene,scene_q02_california_capital.png,Warm-Up,2,"What is the capital of California?","Sacramento","California outline, capitol dome, gold accent","Create an original 16:9 bright 2D quiz-show graphic for Question 2. Show a California state outline, capitol dome icon, gold accent, and U.S. route map background. Include the question text: What is the capital of California? Include a reveal-ready answer card for Sacramento. Use clean bold typography and strong mobile readability. No copied reference branding or layouts.","Animate a map pin landing near northern California, question-card pop-in, thinking pause, answer reveal reading Sacramento, and progress bar update."
q03,question_scene,scene_q03_mount_rushmore_south_dakota.png,Warm-Up,3,"Which state is famous for Mount Rushmore?","South Dakota","Original mountain monument-style clue, no copied photo","Create an original 16:9 bright 2D quiz-show graphic for Question 3. Show an original simplified mountain monument-style clue without copying any photo, plus a South Dakota road-trip map atmosphere. Include the question text: Which state is famous for Mount Rushmore? Include a reveal-ready answer card for South Dakota. Use bright quiz graphics and clean spacing. No copied branding or source layouts.","Animate the stone clue sliding in, thinking pause, answer card glow reading South Dakota, and route progress update."
q04,question_scene,scene_q04_sunshine_state_florida.png,Warm-Up,4,"What state is known as the Sunshine State?","Florida","Florida outline, sun, beach road","Create an original 16:9 bright 2D quiz-show graphic for Question 4. Show a Florida outline, bright sun, beach road, and U.S. map route theme. Include the question text: What state is known as the Sunshine State? Include a reveal-ready answer card for Florida. Keep text large and readable. No copied reference channel identity.","Animate a sun pulse, question-card pop-in, thinking pause, answer reveal reading Florida, and progress bar update."
q05,question_scene,scene_q05_las_vegas_nevada.png,Warm-Up,5,"Which state has the city of Las Vegas?","Nevada","Neon sign shapes, desert highway, state outline","Create an original 16:9 bright 2D quiz-show graphic for Question 5. Show neon sign shapes, desert highway, Nevada outline, and road-trip map accents. Include the question text: Which state has the city of Las Vegas? Include a reveal-ready answer card for Nevada. Use saturated colors and clean mobile-readable typography. No copied branding or layouts.","Animate soft neon flicker, thinking pause, answer reveal reading Nevada, and progress bar update."
q06,question_scene,scene_q06_texas_capital_austin.png,Warm-Up,6,"What is the capital of Texas?","Austin","Texas outline, capitol dome, guitar icon","Create an original 16:9 bright 2D quiz-show graphic for Question 6. Show a Texas outline, capitol dome, guitar icon, and route-line map background. Include the question text: What is the capital of Texas? Include a reveal-ready answer card for Austin. Keep strong contrast and clean spacing. No copied channel identity.","Animate a star marker landing on Austin, thinking pause, answer reveal reading Austin, and progress bar update."
q07,question_scene,scene_q07_statue_liberty_new_york.png,Warm-Up,7,"Which state is known for the Statue of Liberty?","New York","Liberty torch icon, harbor skyline, state pin","Create an original 16:9 bright 2D quiz-show graphic for Question 7. Show a simplified liberty torch icon, harbor skyline, New York state pin, and road-trip map background. Include the question text: Which state is known for the Statue of Liberty? Include a reveal-ready answer card for New York. Do not use copyrighted photos or copied layouts.","Animate a torch glow, thinking pause, answer card slide-in reading New York, and progress bar update."
q08,question_scene,scene_q08_nashville_tennessee.png,Warm-Up,8,"What state is famous for the city of Nashville?","Tennessee","Guitar, music notes, Tennessee outline","Create an original 16:9 bright 2D quiz-show graphic for Question 8. Show a guitar, music notes, Tennessee outline, and U.S. route map background. Include the question text: What state is famous for the city of Nashville? Include a reveal-ready answer card for Tennessee. Use bold readable type and bright colors. No copied reference style.","Animate music notes drifting upward, thinking pause, answer reveal reading Tennessee, and progress bar update."
q09,question_scene,scene_q09_yellowstone_wyoming.png,Warm-Up,9,"Which state is home to Yellowstone National Park?","Wyoming","Geyser, mountain park, route marker","Create an original 16:9 bright 2D quiz-show graphic for Question 9. Show a geyser, mountain park scene, route marker, and U.S. map background. Include the question text: Which state is home to Yellowstone National Park? Include a reveal-ready answer card for Wyoming. Use clean original quiz graphics. No copied branding.","Animate subtle geyser steam, thinking pause, answer reveal reading Wyoming, and progress bar update."
q10,question_scene,scene_q10_wisconsin_cheese_packers.png,Warm-Up,10,"What state is known for cheese, dairy farms, and the Green Bay Packers?","Wisconsin","Cheese wedge, dairy barn, football field","Create an original 16:9 bright 2D quiz-show graphic for Question 10. Show a cheese wedge, dairy barn, football field, Wisconsin outline, and road-trip map elements. Include the question text: What state is known for cheese, dairy farms, and the Green Bay Packers? Include a reveal-ready answer card for Wisconsin. No copied sports logos or reference layouts.","Animate answer card pop-in reading Wisconsin and progress bar reaching 20 percent."
round_02,title_card,round_02_getting_sharper.png,Getting Sharper,,"ROUND 2: GETTING SHARPER","","Orange-blue road sign design, progress marker 11-20","Create an original 16:9 bright 2D quiz-show round card reading ROUND 2: GETTING SHARPER. Use orange-blue road sign design, U.S. map pins, route line, and progress marker 11-20. Keep it original and mobile-readable.","Animate road-sign slide-in and progress marker shift to 11-20."
q11,question_scene,scene_q11_denver_colorado.png,Getting Sharper,11,"Which state has the capital city of Denver?","Colorado","Rocky Mountains, Denver city marker","Create an original 16:9 bright 2D quiz-show graphic for Question 11. Show Rocky Mountains, Denver city marker, Colorado outline, and U.S. road-trip map background. Include the question text and a reveal-ready answer card for Colorado. No copied branding.","Animate mountain silhouette fade-in, thinking pause, answer reveal reading Colorado, and progress update."
q12,question_scene,scene_q12_space_needle_washington.png,Getting Sharper,12,"What state is famous for the Space Needle?","Washington","Original observation tower silhouette, evergreens","Create an original 16:9 bright 2D quiz-show graphic for Question 12. Show an original observation tower silhouette, evergreens, Washington map clue, and road-trip background. Include the question text and a reveal-ready answer card for Washington. Do not copy photos or source layouts.","Animate tower icon rising, thinking pause, answer reveal reading Washington, and progress update."
q13,question_scene,scene_q13_new_orleans_louisiana.png,Getting Sharper,13,"Which state is home to the city of New Orleans?","Louisiana","Jazz trumpet, river bend, festive mask","Create an original 16:9 quiz graphic for Question 13 with jazz trumpet, river bend, festive mask, Louisiana state clue, question text, and answer card for Louisiana. Use bright original 2D quiz-show design, no copied identity.","Animate trumpet note movement, thinking pause, answer reveal reading Louisiana, and progress update."
q14,question_scene,scene_q14_peach_state_georgia.png,Getting Sharper,14,"What state is known as the Peach State?","Georgia","Peach icon, Georgia map, warm background","Create an original 16:9 quiz graphic for Question 14 with a peach icon, Georgia map, warm background, question text, and answer card for Georgia. Use clean bold mobile-readable English text and original layout.","Animate peach dropping onto the map, thinking pause, answer reveal reading Georgia, and progress update."
q15,question_scene,scene_q15_boston_massachusetts.png,Getting Sharper,15,"Which state has the capital city of Boston?","Massachusetts","Harbor, brick building, state marker","Create an original 16:9 quiz graphic for Question 15 with harbor scene, brick building icon, Massachusetts marker, question text, and answer card for Massachusetts. Keep bright 2D quiz-show style and no copied reference elements.","Animate marker landing near Boston, thinking pause, answer reveal reading Massachusetts, and progress update."
q16,question_scene,scene_q16_indianapolis_500_indiana.png,Getting Sharper,16,"What state is famous for the Indianapolis 500?","Indiana","Race track, checkered flag, speed lines","Create an original 16:9 quiz graphic for Question 16 with race track, checkered flag, speed lines, Indiana outline, question text, and answer card for Indiana. No brand logos, no copied layout.","Animate checkered flag wipe, thinking pause, answer reveal reading Indiana, and progress update."
q17,question_scene,scene_q17_gateway_arch_missouri.png,Getting Sharper,17,"Which state is home to the Gateway Arch?","Missouri","Original silver arch silhouette, river","Create an original 16:9 quiz graphic for Question 17 with original silver arch silhouette, river, Missouri map marker, question text, and answer card for Missouri. Use clean bright quiz visuals and no copied photo.","Animate arch drawing on screen, thinking pause, answer reveal reading Missouri, and progress update."
q18,question_scene,scene_q18_portland_crater_lake_oregon.png,Getting Sharper,18,"What state is known for the city of Portland and Crater Lake?","Oregon","Deep blue lake, evergreen forest, city pin","Create an original 16:9 quiz graphic for Question 18 with deep blue lake, evergreen forest, Portland city pin, Oregon map clue, question text, and answer card for Oregon. Use original road-trip quiz style.","Animate lake ripple, thinking pause, answer reveal reading Oregon, and progress update."
q19,question_scene,scene_q19_phoenix_arizona.png,Getting Sharper,19,"Which state has the capital city of Phoenix?","Arizona","Desert sunset, cactus, Phoenix marker","Create an original 16:9 quiz graphic for Question 19 with desert sunset, cactus, Phoenix marker, Arizona outline, question text, and answer card for Arizona. Use high contrast and clean spacing.","Animate sun lowering slightly, thinking pause, answer reveal reading Arizona, and progress update."
q20,question_scene,scene_q20_detroit_great_lakes_michigan.png,Getting Sharper,20,"What state is known for the city of Detroit and the Great Lakes?","Michigan","Mitten-shaped map, lake waves, car wheel","Create an original 16:9 quiz graphic for Question 20 with mitten-shaped Michigan map, lake waves, car wheel, question text, and answer card for Michigan. Do not use car brand logos.","Animate answer reveal reading Michigan and progress bar reaching 40 percent."
round_03,title_card,round_03_state_expert_mode.png,State Expert Mode,,"ROUND 3: STATE EXPERT MODE","","Bold map badge, route line, expert challenge tone","Create an original 16:9 round card reading ROUND 3: STATE EXPERT MODE with bold map badge, U.S. route line, state pins, saturated colors, and confident quiz-show tone. No copied channel identity.","Animate expert badge pop-in and route line pulse."
q21,question_scene,scene_q21_acadia_maine.png,State Expert Mode,21,"Which state is home to Acadia National Park?","Maine","Rocky coast, lighthouse, pine forest","Create an original 16:9 quiz graphic for Question 21 with rocky coast, lighthouse, pine forest, Maine outline, question text, and answer card for Maine. Use bright original 2D quiz-show style.","Animate lighthouse beam sweep, thinking pause, answer reveal reading Maine, and progress update."
q22,question_scene,scene_q22_montpelier_vermont.png,State Expert Mode,22,"What state has the capital city of Montpelier?","Vermont","Green hills, small capitol dome, state marker","Create an original 16:9 quiz graphic for Question 22 with green hills, small capitol dome, Vermont marker, question text, and answer card for Vermont. Keep typography large and readable.","Animate green hills sliding in, thinking pause, answer reveal reading Vermont, and progress update."
q23,question_scene,scene_q23_land_enchantment_new_mexico.png,State Expert Mode,23,"Which state is known as the Land of Enchantment?","New Mexico","Desert mesas, turquoise pattern, state outline","Create an original 16:9 quiz graphic for Question 23 with desert mesas, turquoise southwest pattern, New Mexico outline, question text, and answer card for New Mexico. No copied reference channel style.","Animate pattern fade-in, thinking pause, answer reveal reading New Mexico, and progress update."
q24,question_scene,scene_q24_bourbon_mardi_gras_louisiana.png,State Expert Mode,24,"What state is famous for Bourbon Street and Mardi Gras?","Louisiana","Beads, street sign, jazz motif","Create an original 16:9 quiz graphic for Question 24 with beads, street sign, jazz motif, Louisiana clue, question text, and answer card for Louisiana. Use original graphic elements only.","Animate beads swinging lightly, thinking pause, answer reveal reading Louisiana, and progress update."
q25,question_scene,scene_q25_des_moines_iowa.png,State Expert Mode,25,"Which state has the capital city of Des Moines?","Iowa","Cornfield, capitol marker, state outline","Create an original 16:9 quiz graphic for Question 25 with cornfield, capitol marker, Iowa state outline, question text, score reminder, and answer card for Iowa. Use clean original layout.","Animate score reminder, thinking pause, answer reveal reading Iowa, and progress update."
q26,question_scene,scene_q26_badlands_black_hills_south_dakota.png,State Expert Mode,26,"What state is known for the Badlands and the Black Hills?","South Dakota","Badlands rocks, pine hills, road sign","Create an original 16:9 quiz graphic for Question 26 with badlands rocks, pine hills, South Dakota road sign, question text, and answer card for South Dakota. Keep it original and readable.","Animate subtle parallax rocks, thinking pause, answer reveal reading South Dakota, and progress update."
q27,question_scene,scene_q27_boise_idaho.png,State Expert Mode,27,"Which state is home to the city of Boise?","Idaho","Mountain valley, potato field, city pin","Create an original 16:9 quiz graphic for Question 27 with mountain valley, potato field, Boise city pin, Idaho outline, question text, and answer card for Idaho.","Animate city pin bounce, thinking pause, answer reveal reading Idaho, and progress update."
q28,question_scene,scene_q28_horse_bluegrass_kentucky.png,State Expert Mode,28,"What state is famous for horse racing and bluegrass music?","Kentucky","Racehorse silhouette, bluegrass field, music note","Create an original 16:9 quiz graphic for Question 28 with racehorse silhouette, bluegrass field, music note, Kentucky outline, question text, and answer card for Kentucky. No sports logos or copied layouts.","Animate horse silhouette streak-in, thinking pause, answer reveal reading Kentucky, and progress update."
q29,question_scene,scene_q29_raleigh_north_carolina.png,State Expert Mode,29,"Which state has the capital city of Raleigh?","North Carolina","Coast-to-mountain state map, Raleigh marker","Create an original 16:9 quiz graphic for Question 29 with coast-to-mountain North Carolina map, Raleigh marker, question text, and answer card for North Carolina. Use clear English typography.","Animate route line crossing the state, thinking pause, answer reveal reading North Carolina, and progress update."
q30,question_scene,scene_q30_ozarks_hot_springs_arkansas.png,State Expert Mode,30,"What state is home to the Ozark Mountains and Hot Springs National Park?","Arkansas","Mountain ridges, hot spring steam, state sign","Create an original 16:9 quiz graphic for Question 30 with mountain ridges, hot spring steam, Arkansas state sign, question text, and answer card for Arkansas.","Animate steam movement, answer reveal reading Arkansas, and progress bar reaching 60 percent."
round_04,title_card,round_04_harder_clues.png,Harder Clues,,"ROUND 4: HARDER CLUES","","Caution accent, harder difficulty meter","Create an original 16:9 round card reading ROUND 4: HARDER CLUES with clean caution accents, U.S. map background, difficulty meter, state pins, and strong mobile-readable text. No copied reference identity.","Animate difficulty meter increasing and quick transition into Question 31."
q31,question_scene,scene_q31_harrisburg_pennsylvania.png,Harder Clues,31,"Which state has the capital city of Harrisburg?","Pennsylvania","Keystone icon, capitol dome, state outline","Create an original 16:9 quiz graphic for Question 31 with keystone icon, capitol dome, Pennsylvania outline, question text, and answer card for Pennsylvania.","Animate keystone stamp, thinking pause, answer reveal reading Pennsylvania, and progress update."
q32,question_scene,scene_q32_ocean_state_rhode_island.png,Harder Clues,32,"What state is known as the Ocean State?","Rhode Island","Small coastal map, anchor, waves","Create an original 16:9 quiz graphic for Question 32 with small coastal map, anchor, waves, Rhode Island outline, question text, and answer card for Rhode Island.","Animate wave underline, thinking pause, answer reveal reading Rhode Island, and progress update."
q33,question_scene,scene_q33_fargo_north_dakota.png,Harder Clues,33,"Which state is home to the city of Fargo?","North Dakota","Prairie road, northern plains, city marker","Create an original 16:9 quiz graphic for Question 33 with prairie road, northern plains, Fargo marker, North Dakota outline, question text, and answer card for North Dakota.","Animate road line stretching forward, thinking pause, answer reveal reading North Dakota, and progress update."
q34,question_scene,scene_q34_topeka_kansas.png,Harder Clues,34,"What state has the capital city of Topeka?","Kansas","Sunflower field, capitol marker, state outline","Create an original 16:9 quiz graphic for Question 34 with sunflower field, capitol marker, Kansas outline, question text, and answer card for Kansas.","Animate sunflower spin, thinking pause, answer reveal reading Kansas, and progress update."
q35,question_scene,scene_q35_everglades_florida.png,Harder Clues,35,"Which state is famous for the Everglades?","Florida","Wetland grass, airboat, Florida outline","Create an original 16:9 quiz graphic for Question 35 with wetland grass, airboat icon, Florida outline, question text, and answer card for Florida.","Animate airboat trail, thinking pause, answer reveal reading Florida, and progress update."
q36,question_scene,scene_q36_charleston_lowcountry_south_carolina.png,Harder Clues,36,"What state is known for the city of Charleston and the Lowcountry?","South Carolina","Marsh, palmetto, coastal porch clue","Create an original 16:9 quiz graphic for Question 36 with marsh, palmetto, coastal porch clue, South Carolina outline, question text, and answer card for South Carolina.","Animate marsh grass sway, thinking pause, answer reveal reading South Carolina, and progress update."
q37,question_scene,scene_q37_juneau_alaska.png,Harder Clues,37,"Which state has the capital city of Juneau?","Alaska","Glacier, snowy mountains, Juneau marker","Create an original 16:9 quiz graphic for Question 37 with glacier, snowy mountains, Juneau marker, Alaska outline, question text, and answer card for Alaska.","Animate snow sparkle, thinking pause, answer reveal reading Alaska, and progress update."
q38,question_scene,scene_q38_omaha_nebraska.png,Harder Clues,38,"What state is home to the city of Omaha?","Nebraska","Prairie skyline, river, city pin","Create an original 16:9 quiz graphic for Question 38 with prairie skyline, river, Omaha city pin, Nebraska outline, question text, and answer card for Nebraska.","Animate river shimmer, thinking pause, answer reveal reading Nebraska, and progress update."
q39,question_scene,scene_q39_santa_fe_new_mexico.png,Harder Clues,39,"Which state has the capital city of Santa Fe?","New Mexico","Adobe building, desert sun, state marker","Create an original 16:9 quiz graphic for Question 39 with adobe building, desert sun, Santa Fe marker, New Mexico outline, question text, and answer card for New Mexico.","Animate adobe card slide-in, thinking pause, answer reveal reading New Mexico, and progress update."
q40,question_scene,scene_q40_green_mountains_vermont.png,Harder Clues,40,"What state is known for the Green Mountains?","Vermont","Green mountain ridge, forest, state outline","Create an original 16:9 quiz graphic for Question 40 with green mountain ridge, forest, Vermont outline, question text, and answer card for Vermont.","Animate answer reveal reading Vermont and progress bar reaching 80 percent."
round_05,title_card,round_05_final_challenge.png,Final Challenge,,"ROUND 5: FINAL CHALLENGE","","Strong contrast, final boss energy, route almost complete","Create an original 16:9 round card reading ROUND 5: FINAL CHALLENGE with strong contrast, road-trip map background, route almost complete, final challenge badge, and energetic quiz-show styling. No copied reference identity.","Animate final challenge badge pulse and route line nearing finish."
q41,question_scene,scene_q41_frankfort_kentucky.png,Final Challenge,41,"Which state has the capital city of Frankfort?","Kentucky","Horse country, small capitol dome, state marker","Create an original 16:9 quiz graphic for Question 41 with horse country, small capitol dome, Frankfort marker, Kentucky outline, question text, and answer card for Kentucky.","Animate final round badge pulse, thinking pause, answer reveal reading Kentucky, and progress update."
q42,question_scene,scene_q42_first_state_delaware.png,Final Challenge,42,"What state is known as the First State?","Delaware","Historic marker, small state outline, first-place badge","Create an original 16:9 quiz graphic for Question 42 with historic marker, Delaware outline, first-place badge, question text, and answer card for Delaware.","Animate number-one badge pop-in, thinking pause, answer reveal reading Delaware, and progress update."
q43,question_scene,scene_q43_burlington_lake_champlain_vermont.png,Final Challenge,43,"Which state is home to the city of Burlington and Lake Champlain?","Vermont","Lake shoreline, mountains, Burlington marker","Create an original 16:9 quiz graphic for Question 43 with lake shoreline, mountains, Burlington marker, Vermont outline, question text, and answer card for Vermont.","Animate lake reflection, thinking pause, answer reveal reading Vermont, and progress update."
q44,question_scene,scene_q44_carson_city_nevada.png,Final Challenge,44,"What state has the capital city of Carson City?","Nevada","Desert map, Carson City marker, highway sign","Create an original 16:9 quiz graphic for Question 44 with desert map, Carson City marker, highway sign, Nevada outline, question text, and answer card for Nevada.","Animate highway sign reveal, thinking pause, answer reveal reading Nevada, and progress update."
q45,question_scene,scene_q45_mobile_gulf_coast_alabama.png,Final Challenge,45,"Which state is known for the city of Mobile and the Gulf Coast?","Alabama","Gulf shoreline, port icon, Alabama map","Create an original 16:9 quiz graphic for Question 45 with Gulf shoreline, port icon, Alabama map, question text, and answer card for Alabama.","Animate port icon movement, thinking pause, answer reveal reading Alabama, and progress update."
q46,question_scene,scene_q46_helena_montana.png,Final Challenge,46,"What state has the capital city of Helena?","Montana","Big sky mountains, Helena marker, state outline","Create an original 16:9 quiz graphic for Question 46 with big sky mountains, Helena marker, Montana outline, question text, and answer card for Montana.","Animate sky gradient shift, thinking pause, answer reveal reading Montana, and progress update."
q47,question_scene,scene_q47_cheyenne_wyoming.png,Final Challenge,47,"Which state is home to the city of Cheyenne?","Wyoming","Western plains, Cheyenne marker, highway road","Create an original 16:9 quiz graphic for Question 47 with western plains, Cheyenne marker, highway road, Wyoming outline, question text, and answer card for Wyoming.","Animate road line moving toward marker, thinking pause, answer reveal reading Wyoming, and progress update."
q48,question_scene,scene_q48_white_mountains_new_hampshire.png,Final Challenge,48,"What state is known for the White Mountains and Mount Washington?","New Hampshire","Mountain peak, forest, state marker","Create an original 16:9 quiz graphic for Question 48 with mountain peak, forest, New Hampshire marker, question text, and answer card for New Hampshire.","Animate peak highlight glow, thinking pause, answer reveal reading New Hampshire, and progress update."
q49,question_scene,scene_q49_olympia_washington.png,Final Challenge,49,"Which state has the capital city of Olympia?","Washington","Evergreen trees, Olympia marker, state outline","Create an original 16:9 quiz graphic for Question 49 with evergreen trees, Olympia marker, Washington outline, question text, and answer card for Washington.","Animate evergreen icons sliding in, thinking pause, answer reveal reading Washington, and progress update."
q50,question_scene,scene_q50_mountain_state_west_virginia.png,Final Challenge,50,"What state is known as the Mountain State?","West Virginia","Appalachian ridges, winding road, final badge","Create an original 16:9 quiz graphic for Question 50 with Appalachian ridges, winding road, final badge, West Virginia outline, question text, and answer card for West Virginia.","Animate finish-line motion, thinking pause, answer reveal reading West Virginia, completion sound, and progress bar reaching 100 percent."
outro_scoreboard,outro,outro_scoreboard.png,Outro,,"What was your score?","","Score ranking board with four lanes","Create an original 16:9 score ranking board for a U.S. trivia quiz. Include four clear ranks: 0-20 Road Trip Rookie, 21-35 State-Smart, 36-45 Map Master, 46-50 50-State Legend. Use clean bright 2D quiz-show style and no copied branding.","Animate rank lanes appearing from low to high, subtle map pin glow, and hold long enough to read."
end_screen,outro,end_screen.png,Outro,,"Comment your score and subscribe for more original trivia challenges.","","End screen with comment prompt and two video placeholders","Create an original 16:9 YouTube end screen for a U.S. trivia quiz. Include text: COMMENT YOUR SCORE, a subscribe area, and two empty video placeholders. Use clean road-trip map design and safe margins for YouTube end screen elements. No copied channel identity.","Animate comment bubble pop-in, subscribe area pulse, and two video placeholders sliding gently into place."
